,dataset,start_age,end_age,sex,tissue,subtissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
165,droplet,3m,18m,female,Mammary_Gland,nan,Efcab4a,2.061312675476074,9.279974619857967e-06,3.873145396937616e-05,0.0001007985629257746,2.2708309846646305e-36
166,droplet,3m,18m,female,Lung,nan,Bmpr2,2.0510342121124268,1.3872569979866967e-05,5.74883415538352e-05,0.0001769145019352436,9.54199290981863e-13
167,droplet,3m,18m,female,Mammary_Gland,nan,BC064078,2.041999578475952,3.084496256633429e-06,1.2702449566859286e-05,5.3952397138345987e-05,3.563196002463666e-06
168,droplet,3m,18m,female,Mammary_Gland,nan,Arg2,2.033048391342163,7.280859790625982e-06,2.9798282412230037e-05,9.708664583740756e-05,9.045940970402905e-21
169,droplet,3m,18m,female,Mammary_Gland,nan,Gipc2,2.0300097465515137,1.2894483006675728e-05,5.2662056987173855e-05,0.00014263851335272193,6.736093725167145e-36
170,droplet,3m,18m,female,Mammary_Gland,nan,Pir,2.029848098754883,5.75282547288225e-06,2.349234819121193e-05,9.215118188876659e-05,2.069549344131849e-13
171,droplet,3m,18m,female,Mammary_Gland,nan,Gstt3,2.025684356689453,4.1973353290813975e-06,1.7090920664486475e-05,5.8252244343748316e-05,1.6193355157748624e-12
172,droplet,3m,18m,male,Kidney,nan,BC002163,-2.0254712104797363,0.0001275929098483175,3.133999780402519e-05,0.0001822117337724194,5.786651696629363e-57
173,droplet,3m,18m,female,Marrow,nan,Trib1,-2.024454116821289,6.096248762332834e-05,1.4984465451561846e-05,0.0001278374984394759,3.979155148061806e-62
174,droplet,3m,18m,female,Mammary_Gland,nan,Cep97,-2.0223548412323,1.5761230315547436e-05,3.879722044075606e-06,6.31584771326743e-05,6.995644652464993e-10
175,droplet,3m,18m,female,Mammary_Gland,nan,1500015O10Rik,2.022270441055298,3.4138116461690515e-05,0.00013867673987988383,0.0005397964850999415,7.01514966528684e-19
176,droplet,3m,18m,female,Marrow,nan,2810013P06Rik,-2.021740436553955,8.87398564373143e-05,2.1853156795259565e-05,0.0001410852710250765,4.341204486150516e-115
177,droplet,3m,18m,female,Mammary_Gland,nan,Mia1,2.016272783279419,3.201792424079031e-05,0.00012952444376423955,0.0003261307720094919,8.784915832278912e-49
178,droplet,3m,18m,female,Heart_and_Aorta,nan,Hnrnpul1,-2.0076231956481934,4.0053775592241436e-05,9.960672286979388e-06,8.425825217273086e-05,4.40354636900603e-08
179,droplet,3m,18m,female,Mammary_Gland,nan,Hsph1,-2.005453109741211,7.164624548749998e-05,1.7843985915533267e-05,0.0001961933303391561,1.9878585753782244e-52
180,droplet,3m,18m,female,Kidney,nan,Cyp2d12,2.0048203468322754,6.740872049704194e-05,0.0002705373044591397,0.0005717662279494107,2.454398140195526e-34
181,droplet,3m,18m,female,Spleen,nan,A530032D15Rik,2.004741907119751,1.604152566869743e-05,6.437736010411754e-05,0.0001439099432900548,3.90684978726561e-92
182,droplet,3m,18m,male,Kidney,nan,Ndufs5,2.00464129447937,2.5499337425571866e-05,0.00010232603381155059,0.0001392255799146369,7.450799191004011e-54
