,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
551,droplet,18m,21m,female,Liver,Plekho1,3.1749656200408936,7.543333049397916e-05,2.375878466409631e-05,0.0001521468220744282,1.6013553915930231e-06
552,droplet,18m,21m,female,Liver,Dock10,3.1743175983428955,7.1627990109846e-05,2.25648454943439e-05,0.00014828408893663436,7.7537082389082e-07
553,droplet,18m,21m,female,Fat,Tnfaip6,3.172673225402832,0.0001211720154969953,0.000384439219487831,0.0009707557037472725,1.4885988515387706e-07
554,droplet,18m,21m,female,Mammary_Gland,Mmp15,3.1697118282318115,1.524867820990039e-05,4.810744940186851e-06,5.360342765925452e-05,8.320142746863431e-08
555,droplet,18m,21m,female,Liver,Cd44,3.1677677631378174,0.00022573544993065298,7.126010314095765e-05,0.0003809159097727388,6.727340934200522e-11
556,droplet,18m,21m,female,Liver,Coro1b,3.166539430618286,0.00017286250658798963,5.459035310195759e-05,0.00021373496565502137,9.831484329161233e-29
557,droplet,18m,21m,female,Kidney,AI607873,3.163681983947754,3.994325015810318e-05,1.2625557246792596e-05,0.00016717032121960074,3.5730768684435125e-06
558,droplet,18m,21m,female,Spleen,Snx9,3.1557493209838867,2.410963315924164e-05,7.639906471013092e-06,7.891905988799408e-05,6.731875521072268e-22
559,droplet,18m,21m,female,Marrow,Hist1h2bg,3.1546852588653564,2.3213196982396767e-05,7.358323273365386e-06,6.353360367938876e-05,3.1740549507390388e-18
560,droplet,18m,21m,female,Liver,Cxcl16,3.1527059078216553,0.00016275963571388274,5.1625378546305e-05,0.00028584094252437353,1.9331081352044875e-08
561,droplet,18m,21m,female,Lung,Lnpep,3.1527020931243896,3.383232615306042e-05,1.0731214388215449e-05,9.315546049037948e-05,1.2516380035616775e-11
562,droplet,18m,21m,female,Liver,Cd84,3.1481168270111084,0.00010266150638926774,3.261044912505895e-05,0.00018306462152395397,3.821546045519236e-10
563,droplet,18m,21m,female,Heart_and_Aorta,Ppp1r16b,3.1450002193450928,1.8682005247683264e-05,5.87549147894606e-05,0.0001494845055276528,4.6568800203858186e-07
564,droplet,18m,21m,female,Fat,Hsd11b1,3.1381261348724365,5.6234741350635886e-05,0.00017647171625867486,0.00039905146695673466,1.3777667575958927e-10
565,droplet,18m,21m,female,Liver,Cyp3a44,3.1355154514312744,0.00015921948943287134,0.0004992351750843227,0.0005293774884194136,9.594675919969777e-24
566,droplet,18m,21m,female,Spleen,Cr2,3.1327080726623535,0.00018836061644833535,6.012708763591945e-05,0.0003238878562115133,4.6411135793320346e-147
567,droplet,18m,21m,female,Mammary_Gland,Pgr,3.129098415374756,2.215419226558879e-05,7.0800551839056425e-06,7.334412657655776e-05,2.025925037964746e-12
568,droplet,18m,21m,female,Pancreas,Mdm1,3.127819538116455,0.00011898956290679052,3.804233710980043e-05,0.00017111164925154299,1.8752596626729017e-33
569,droplet,18m,21m,female,Mammary_Gland,Sort1,3.126624822616577,1.3938158190285321e-05,4.457891918718815e-06,5.0965998525498435e-05,3.032910689112732e-06
570,droplet,18m,21m,female,Limb_Muscle,B230120H23Rik,3.11510968208313,5.3606123401550576e-05,1.7208420103997923e-05,0.00018187375098932534,4.3876032748486306e-07
571,droplet,18m,21m,female,Spleen,Pxk,3.1130144596099854,0.00015996424190234393,5.1385639380896464e-05,0.00024184960057027638,7.155953021612674e-192
572,droplet,18m,21m,female,Liver,Usp12,3.1123828887939453,6.382257561199367e-05,2.0506015061982907e-05,0.00013383751502260566,2.4442901316735194e-06
573,droplet,18m,21m,female,Kidney,Hdc,3.111604690551758,8.292964776046574e-05,0.00025804428150877357,0.0006430522771552205,3.4289185948878036e-22
574,droplet,18m,21m,female,Liver,Cd74,3.107882499694824,0.007855230011045933,0.00252751843072474,0.012538794428110123,9.33515009106224e-13
575,droplet,18m,21m,female,Liver,Abcg1,3.1069982051849365,8.003307448234409e-05,2.575896905909758e-05,0.0001662629219936207,2.049878556822723e-06
576,droplet,18m,21m,female,Liver,Rgs16,3.106428384780884,4.8540201532887295e-05,0.00015078665455803275,0.0002383863611612469,4.898601039692852e-07
577,droplet,18m,21m,female,Liver,Arg1,3.1051363945007324,0.00026957050431519747,0.0008370531722903252,0.0008188032079488039,1.665260984157144e-28
578,droplet,18m,21m,female,Marrow,Faim3,3.104703187942505,2.2448579329648055e-05,6.969617970753461e-05,0.0003520511381793767,4.8227023603338965e-11
579,droplet,18m,21m,female,Liver,Lrrc33,3.10416841506958,7.53903150325641e-05,2.4286797270178795e-05,0.0001509105204604566,5.703309634405472e-07
580,droplet,18m,21m,female,Heart_and_Aorta,Dok4,3.10233736038208,1.763572436175309e-05,5.4711970733478665e-05,0.00012958970910403877,2.0071512334509172e-08
581,droplet,18m,21m,female,Liver,Uox,3.101207733154297,0.0002611574891488999,0.0008099036058411002,0.000717445625923574,2.6902789237999803e-35
582,droplet,18m,21m,female,Liver,Pipox,3.10115909576416,4.377027289592661e-05,0.0001357385772280395,0.00018206275126431137,1.6271611987660143e-12
583,droplet,18m,21m,female,Marrow,Hist1h2bj,3.09413743019104,2.2652349798590876e-05,7.321053999476135e-06,7.349106454057619e-05,1.1646087432669507e-13
584,droplet,18m,21m,female,Liver,Slc24a6,3.093480110168457,9.405823948327452e-05,3.0405313736991957e-05,0.00016230050823651254,3.245277569050096e-12
585,droplet,18m,21m,female,Liver,H2-Eb1,3.092867374420166,0.001697707804851234,0.0005489106406457722,0.0027478793635964394,1.686316816320227e-12
586,droplet,18m,21m,female,Liver,Man2b1,3.0923099517822266,0.00022226045257411897,7.187521987361833e-05,0.0003253895556554198,4.418501261649487e-17
587,droplet,18m,21m,female,Mammary_Gland,Tead2,3.0893683433532715,4.021828863187693e-05,1.3018287972954568e-05,9.868777124211192e-05,1.2535522354243113e-30
588,droplet,18m,21m,female,Mammary_Gland,Lrg1,3.087590217590332,0.00012617591710295528,4.0865499613573775e-05,0.0005782947991974652,3.9256574597204075e-08
589,droplet,18m,21m,female,Spleen,Lipc,3.084862470626831,1.6919047993724234e-05,5.2192943257978186e-05,0.00013379842857830226,1.0264416915977572e-53
590,droplet,18m,21m,female,Kidney,Ugt1a2,3.082326889038086,2.3018941647023894e-05,7.468039257219061e-06,6.881770241307095e-05,5.920079671945438e-10
591,droplet,18m,21m,female,Fat,Ccl11,3.0814647674560547,0.00019625331333372742,0.0006047476781532168,0.0012179279001429677,5.317044736370553e-13
592,droplet,18m,21m,female,Pancreas,Cad,3.077364921569824,1.5595011063851416e-05,4.799154703505337e-05,0.00011096592788817361,5.805222301958532e-15
593,droplet,18m,21m,female,Mammary_Gland,3110079O15Rik,3.074841022491455,8.996510587166995e-05,2.9258455469971523e-05,0.0003955184656661004,2.4655214399923012e-09
594,droplet,18m,21m,female,Liver,Fyb,3.072594404220581,0.00016312427760567516,5.3090079745743424e-05,0.0002498948888387531,6.21016651826491e-13
595,droplet,18m,21m,female,Mammary_Gland,Snhg11,3.0707991123199463,4.032180368085392e-05,1.3130718798493035e-05,0.00012950884411111474,2.9256988355171567e-18
596,droplet,18m,21m,female,Limb_Muscle,Pgm5,3.0636146068573,5.3118772484594956e-05,1.7338592442683876e-05,0.0001475977769587189,4.089144572045831e-11
597,droplet,18m,21m,female,Spleen,Myof,3.0563693046569824,1.3060350283922162e-05,4.273157628631452e-06,6.04903107159771e-05,4.515720931487892e-06
598,droplet,18m,21m,female,Mammary_Gland,Fam84a,3.0560014247894287,3.7849978980375454e-05,1.2385457921482157e-05,0.00012270496517885476,6.157540011229961e-17
599,droplet,18m,21m,female,Limb_Muscle,Dmpk,3.0525295734405518,4.8884787247516215e-05,1.601451549504418e-05,0.00013783176837023348,8.051045616927743e-11
600,droplet,18m,21m,female,Fat,Gm6222,3.0477359294891357,0.00011014646588591859,0.00033569734659977257,0.00029608971090056,8.7848160544092e-84
601,droplet,18m,21m,female,Fat,Ccr7,3.0453646183013916,0.00018855356029234827,6.19149359408766e-05,0.0005179436993785203,5.079700187163513e-09
602,droplet,18m,21m,female,Mammary_Gland,Rab25,3.0435097217559814,6.021914668963291e-05,1.9786084521911107e-05,0.0001314272521995008,1.1081225201849537e-42
603,droplet,18m,21m,female,Liver,Slc40a1,3.0421032905578613,0.0009325714781880379,0.00030655483715236187,0.0015076438430696726,1.125015704493744e-12
604,droplet,18m,21m,female,Mammary_Gland,Spint1,3.0325067043304443,3.8741996831959113e-05,1.2775567483913619e-05,0.00010121730156242847,4.070484116053406e-24
605,droplet,18m,21m,female,Liver,Arpc1b,3.029977560043335,0.0006833511288277805,0.00022553009330295026,0.0007213043863885105,6.814049915538529e-36
606,droplet,18m,21m,female,Liver,Rhog,3.028717041015625,0.00013010314432904124,4.2956518882419914e-05,0.00020560108532663435,5.947396539920395e-13
607,droplet,18m,21m,female,Liver,Laptm5,3.0282108783721924,0.0005839624791406095,0.00019284075824543834,0.0006533698760904372,1.7168495880267453e-24
608,droplet,18m,21m,female,Marrow,Slc2a3,3.0278122425079346,2.4268847482744604e-05,7.348151848418638e-05,0.00015092422836460173,5.612633863417091e-65
609,droplet,18m,21m,female,Liver,AI413582,3.0228703022003174,6.764831050531939e-05,2.2378831999958493e-05,0.0001305999467149377,2.848408865431604e-07
610,droplet,18m,21m,female,Heart_and_Aorta,Fabp4,3.0226619243621826,0.0025598183274269104,0.00773746520280838,0.012125391513109207,4.4970443800083766e-21
611,droplet,18m,21m,female,Liver,Adrbk1,3.0202434062957764,0.00013473779836203903,4.46115700469818e-05,0.000206495460588485,1.8443242804024243e-14
612,droplet,18m,21m,female,Liver,Pltp,3.0158331394195557,0.0003423810703679919,0.00011352785804774612,0.0005397783243097365,1.1605944139786755e-16
613,droplet,18m,21m,female,Liver,Tcirg1,3.0151712894439697,7.448279939126223e-05,2.4702674636500888e-05,0.00013955170288681984,6.279150928153153e-10
614,droplet,18m,21m,female,Mammary_Gland,Agps,3.014157772064209,4.351796815171838e-05,1.4437852769333404e-05,0.00012175933079561219,6.489479444444608e-25
615,droplet,18m,21m,female,Lung,Xrn1,3.011254072189331,3.395077146706171e-05,1.1274627468083054e-05,9.151983977062628e-05,3.552731574730399e-11
616,droplet,18m,21m,female,Liver,Hamp2,3.0069420337677,0.0004355376586318016,0.001309636514633894,0.001988789066672325,4.0463672805530616e-10
617,droplet,18m,21m,female,Liver,Epsti1,2.999525785446167,0.00014289749378804117,4.7640027332818136e-05,0.00025036223814822733,5.35748579442108e-10
618,droplet,18m,21m,female,Marrow,Clec4e,2.9994211196899414,2.4352779291803017e-05,7.304424798348919e-05,0.00017353509610984474,1.2082931215435656e-49
619,droplet,18m,21m,female,Spleen,Rel,2.9927780628204346,9.905604383675382e-05,3.309836029075086e-05,0.00018452502263244241,1.3462821891683704e-114
620,droplet,18m,21m,female,Liver,Fbp1,2.9887280464172363,0.000307099282508716,0.0009178362670354545,0.0008709314279258251,4.133477861346343e-29
621,droplet,18m,21m,female,Heart_and_Aorta,Klk8,2.9865050315856934,2.0001070879516192e-05,5.9733301895903423e-05,0.00015219757915474474,4.080509108439453e-06
622,droplet,18m,21m,female,Liver,Actn1,2.9850385189056396,0.0001078499190043658,3.613016087911092e-05,0.00021048207418061793,4.37658493789554e-07
623,droplet,18m,21m,female,Limb_Muscle,Wdr92,2.9844460487365723,0.00024572081747464836,8.233381231548265e-05,0.0006322613335214555,9.400932177224911e-15
624,droplet,18m,21m,female,Marrow,Hist1h2bb,2.9816761016845703,2.4009696062421426e-05,8.052415068959817e-06,6.860480061732233e-05,1.6139016323811988e-16
625,droplet,18m,21m,female,Mammary_Gland,S100a4,2.9815022945404053,9.112669067690149e-05,0.000271694443654269,0.0008249166421592236,8.446104365718781e-35
626,droplet,18m,21m,female,Liver,Sult2a2,2.9784131050109863,0.00021773703338112682,0.0006485108169727027,0.001027552643790841,5.31896185566534e-09
627,droplet,18m,21m,female,Liver,Hsd11b1,2.978205442428589,0.00016359634173568338,0.00048722350038588047,0.00047363914200104773,1.2330882443396444e-27
628,droplet,18m,21m,female,Kidney,Plvap,2.975735902786255,0.00012583352508954704,0.0003744473506230861,0.001409717253409326,2.3474710300995994e-08
629,droplet,18m,21m,female,Mammary_Gland,Alcam,2.974238634109497,5.651423634844832e-05,1.9001243344973773e-05,0.00012929820513818413,1.833194889122573e-37
630,droplet,18m,21m,female,Liver,Pbld2,2.9725403785705566,4.0249880839837715e-05,0.00011964439909206703,0.00016203505219891667,3.6855801753866905e-11
631,droplet,18m,21m,female,Mammary_Gland,Rbm47,2.9724037647247314,3.7968100514262915e-05,1.2773532944265753e-05,9.770714677870274e-05,4.3611033757177755e-26
632,droplet,18m,21m,female,Heart_and_Aorta,Ccnd1,2.968963623046875,7.054766319924966e-05,0.00020945344294887036,0.00037804822204634547,3.083069193161297e-18
633,droplet,18m,21m,female,Pancreas,Esyt1,2.9658021926879883,4.503536183619872e-05,0.00013356597628444433,0.00021138880401849747,1.7054458039784468e-37
634,droplet,18m,21m,female,Spleen,A630007B06Rik,2.9495763778686523,1.7503258277429268e-05,5.934159162279684e-06,6.749528256477788e-05,3.152422694479028e-11
635,droplet,18m,21m,female,Fat,Car3,2.948909044265747,6.350604962790385e-05,0.0001872735592769459,0.00046575310989283025,1.1497307542320099e-06
636,droplet,18m,21m,female,Marrow,Wdr76,2.9464778900146484,2.657731056388002e-05,9.020026482176036e-06,7.739316060906276e-05,2.2552169559444048e-17
637,droplet,18m,21m,female,Spleen,Unc5cl,2.945012092590332,5.762849468737841e-06,1.6971664081211202e-05,6.784959259675816e-05,1.7968226725853382e-10
638,droplet,18m,21m,female,Liver,Cd97,2.9442713260650635,0.00019750004867091775,6.707943248329684e-05,0.0002949110057670623,1.2505745185401156e-12
639,droplet,18m,21m,female,Liver,Ncf4,2.9417572021484375,7.473208825103939e-05,2.5403893232578412e-05,0.00013934752496425062,2.525762485204657e-06
640,droplet,18m,21m,female,Marrow,Gas2l3,2.9410476684570312,1.8520559024182148e-05,6.297264917520806e-06,6.181986100273207e-05,6.318160698416007e-10
641,droplet,18m,21m,female,Spleen,1700026L06Rik,2.939215660095215,4.762551725434605e-06,1.3998169379192404e-05,5.9990608860971406e-05,5.568052892606636e-07
642,droplet,18m,21m,female,Liver,Crlf2,2.939011812210083,8.892024197848514e-05,3.0255148885771632e-05,0.0001652413629926741,1.8125925766848877e-08
643,droplet,18m,21m,female,Liver,Pld3,2.9376487731933594,8.436473581241444e-05,2.8718453904730268e-05,0.00016326055629178882,9.378099859246064e-08
644,droplet,18m,21m,female,Liver,Unc93b1,2.9364354610443115,0.0003196026955265552,0.00010884035873459652,0.0004295687540434301,1.7226234796304748e-17
645,droplet,18m,21m,female,Heart_and_Aorta,Rpl30,2.931554079055786,2.305294583493378e-05,6.75809642416425e-05,0.00011035336501663551,5.767925424587681e-18
646,droplet,18m,21m,female,Liver,G0s2,2.9315121173858643,4.660612466977909e-05,0.00013662641867995262,0.00018926126358564943,2.3220954886239024e-10
647,droplet,18m,21m,female,Pancreas,Erc2,2.928402900695801,3.342008130857721e-05,1.1412390449550003e-05,8.385616092709824e-05,1.1244095859261006e-06
648,droplet,18m,21m,female,Marrow,Nek2,2.9273476600646973,2.6630019419826567e-05,9.096977919398341e-06,8.778439951129258e-05,8.240634515611482e-14
649,droplet,18m,21m,female,Liver,Akr1d1,2.9248268604278564,6.758946983609349e-05,0.00019768749189097434,0.00022371458180714399,1.3861978465534183e-17
650,droplet,18m,21m,female,Mammary_Gland,Pvrl4,2.923736333847046,2.488501377229113e-05,8.51137338031549e-06,7.6632721174974e-05,2.930947392929696e-14
651,droplet,18m,21m,female,Mammary_Gland,Tfap2b,2.923307418823242,3.0088376661296934e-05,1.0292579645465594e-05,8.73956669238396e-05,4.485303989030679e-18
652,droplet,18m,21m,female,Spleen,Zfp318,2.922741413116455,8.989101479528472e-05,3.0755720217712224e-05,0.00017983565339818597,1.2141698019715188e-94
653,droplet,18m,21m,female,Spleen,Tbx21,2.9192237854003906,1.3175942513043992e-05,3.846352774417028e-05,0.0001125000198953785,4.945821928973678e-35
654,droplet,18m,21m,female,Heart_and_Aorta,Mgll,2.918426990509033,0.0002000773383770138,0.0005839110817760229,0.0009937870781868696,1.1366490687158985e-18
655,droplet,18m,21m,female,Spleen,Apoc2,2.915013313293457,2.069399670290295e-05,6.03232801950071e-05,0.0002803622919600457,9.96525050021299e-14
656,droplet,18m,21m,female,Pancreas,Slc2a13,2.9133291244506836,1.0069935342471581e-05,2.9337037631194107e-05,8.759681804804131e-05,1.4389100547516354e-06
657,droplet,18m,21m,female,Mammary_Gland,Snhg9,2.912177324295044,9.638205665396526e-05,3.3096217521233484e-05,0.00015410655760206282,4.526183347675558e-81
658,droplet,18m,21m,female,Heart_and_Aorta,Hspa12b,2.9086809158325195,1.95883749256609e-05,5.697633605450392e-05,0.00014420956722460687,2.0057474282512903e-06
659,droplet,18m,21m,female,Marrow,S100a6,2.9051833152770996,0.0011800533393397927,0.00342827127315104,0.004804480355232954,6.407638469166014e-198
660,droplet,18m,21m,female,Marrow,Il1rn,2.903595209121704,1.626708217372652e-05,4.723302845377475e-05,0.00013239015243016183,1.1048353971316633e-29
661,droplet,18m,21m,female,Liver,Tnfrsf1b,2.9025790691375732,6.895409023854882e-05,2.3756143491482362e-05,0.00014037973596714437,1.915210865926865e-06
662,droplet,18m,21m,female,Lung,Fosb,2.9016125202178955,0.0001331144740106538,4.5876033254899085e-05,0.0003410129575058818,2.198819962194844e-15
663,droplet,18m,21m,female,Spleen,Ppp1r15a,2.8989031314849854,0.00013036394375376403,4.4970092858420685e-05,0.00021265684335958213,5.2663546632443436e-145
664,droplet,18m,21m,female,Heart_and_Aorta,Cav2,2.898815155029297,0.00014627263590227813,0.0004240173439029604,0.0006546206423081458,2.543994716871201e-22
665,droplet,18m,21m,female,Marrow,BC002163,2.8964970111846924,3.1095623853616416e-05,1.0735595424193889e-05,7.201615517260507e-05,1.7948454290076991e-26
666,droplet,18m,21m,female,Spleen,Cacna1s,2.8958580493927,2.372583549004048e-05,6.870665674796328e-05,0.0001479278871556744,1.0449463992347088e-72
667,droplet,18m,21m,female,Marrow,Gp49a,2.8921003341674805,2.170718289562501e-05,6.277935608522967e-05,0.00014512956840917468,9.814785064771428e-46
668,droplet,18m,21m,female,Pancreas,Sgcz,2.8910815715789795,4.366401117295027e-05,1.5103000805538613e-05,0.00011561454448383301,3.5597196794686797e-06
669,droplet,18m,21m,female,Spleen,R74862,2.8908114433288574,5.5369418987538666e-06,1.600625728315208e-05,6.886638584546745e-05,1.613775398174694e-08
670,droplet,18m,21m,female,Marrow,Hist1h3g,2.8862054347991943,1.5209728189802263e-05,5.269800112728262e-06,5.153333768248558e-05,2.8363822886452925e-07
