,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
763,droplet,18m,21m,female,Liver,Ucp2,2.735448122024536,0.0005206219502724707,0.00019032419368159026,0.0006191340507939458,2.429128393055546e-20
764,droplet,18m,21m,female,Mammary_Gland,Bspry,2.7313649654388428,1.5202481336018536e-05,5.565890660363948e-06,5.262438935460523e-05,4.082294391880444e-06
765,droplet,18m,21m,female,Liver,Rab32,2.7293317317962646,0.00011831261508632451,4.334856566856615e-05,0.00019424024503678083,1.3999523988469208e-09
766,droplet,18m,21m,female,Liver,Actb,2.7243309020996094,0.008861230686306953,0.003252626396715641,0.012131809256970882,3.06689164706419e-20
767,droplet,18m,21m,female,Mammary_Gland,Eps8l2,2.717531442642212,4.802166949957609e-05,1.7671061868895777e-05,0.00010891575220739469,1.047366162833638e-31
768,droplet,18m,21m,female,Mammary_Gland,Ppfibp2,2.7161972522735596,2.1024739908170886e-05,7.740504770481493e-06,6.871802906971425e-05,8.256662185644929e-10
769,droplet,18m,21m,female,Pancreas,Prkd1,2.715768337249756,2.272081474075094e-05,6.170447159092873e-05,0.0001314104301854968,2.3368311902388706e-15
770,droplet,18m,21m,female,Mammary_Gland,Smagp,2.7151269912719727,7.150135934352875e-05,2.633444091770798e-05,0.00014408967399504036,2.308401513171594e-44
771,droplet,18m,21m,female,Liver,Ctsc,2.715104103088379,0.0006604394293390214,0.00024324645346496254,0.0008566327742300928,3.873804269824415e-22
772,droplet,18m,21m,female,Mammary_Gland,AI428936,2.714670419692993,1.8053695384878665e-05,6.650418072240427e-06,6.017845589667559e-05,3.235416544025414e-08
773,droplet,18m,21m,female,Kidney,Acmsd,2.7132487297058105,2.8797810955438763e-05,1.0613774065859616e-05,7.866071973694488e-05,6.58921123149045e-11
774,droplet,18m,21m,female,Mammary_Gland,Galnt3,2.712228775024414,2.4873766960809007e-05,9.170968041871674e-06,7.012110290816054e-05,9.251936611157914e-15
775,droplet,18m,21m,female,Thymus,Ly6a,2.7115135192871094,5.694213177775964e-05,0.0001543993566883728,0.0006313140038400888,4.0150510503421064e-06
776,droplet,18m,21m,female,Mammary_Gland,Mapk13,2.7111175060272217,4.158574665780179e-05,1.5338966477429494e-05,0.00010357735300203785,6.486185840527859e-26
777,droplet,18m,21m,female,Spleen,Abca1,2.706794023513794,1.9641625840449706e-05,7.256415756273782e-06,7.906521204859018e-05,9.421379840390004e-11
778,droplet,18m,21m,female,Spleen,Tmem108,2.7058966159820557,3.1884770578471944e-05,1.1783438822021708e-05,0.00010107432899530977,9.421761329418222e-24
779,droplet,18m,21m,female,Liver,Lyn,2.7041831016540527,0.0001799099991330877,6.65302577544935e-05,0.0002654014970175922,3.3084188905946017e-12
780,droplet,18m,21m,female,Liver,9530008L14Rik,2.702624797821045,3.57082681148313e-05,9.650605352362618e-05,0.00013394528650678694,6.5351960487699865e-09
781,droplet,18m,21m,female,Liver,Dak,2.7002739906311035,8.726985834073275e-05,0.00023565252195112407,0.0002705138467717916,2.5111713029543806e-15
782,droplet,18m,21m,female,Mammary_Gland,St14,2.6983094215393066,5.262628474156372e-05,1.9503426301525906e-05,0.00011645023187156767,3.4093129665609324e-34
783,droplet,18m,21m,female,Spleen,Hnrnpul1,2.6970038414001465,2.678722739801742e-05,9.932216016750317e-06,8.171392255462706e-05,8.711945226668077e-22
784,droplet,18m,21m,female,Spleen,Lgals1,2.6889867782592773,0.00022598709620069712,0.000607676338404417,0.0008983194711618125,9.505750521893115e-162
785,droplet,18m,21m,female,Spleen,Fcer2a,2.68681001663208,0.00015887702465988696,5.913221320952289e-05,0.00029573965002782643,4.3729369417116326e-96
786,droplet,18m,21m,female,Marrow,Mxd1,2.6855082511901855,5.0440943596186116e-05,0.00013545957335736603,0.00023839181812945753,5.5723266963470304e-86
787,droplet,18m,21m,female,Marrow,Acvrl1,2.6827661991119385,1.2618010259757284e-05,3.3851174521259964e-05,0.00011015558266080916,1.2028353527140802e-16
788,droplet,18m,21m,female,Mammary_Gland,C77080,2.6825509071350098,1.5823225112399086e-05,5.898573363083415e-06,5.688287637894973e-05,5.131092156378271e-06
789,droplet,18m,21m,female,Liver,Leap2,2.682516098022461,0.00011957259266637266,0.00032075541093945503,0.0003428629715926945,1.4689084389959616e-18
790,droplet,18m,21m,female,Marrow,Bcl7a,2.6824915409088135,2.8498436222434975e-05,1.062386672856519e-05,0.00010309953358955681,1.356746941853325e-09
791,droplet,18m,21m,female,Spleen,Pgap1,2.682112693786621,3.2000265491660684e-05,1.193099160445854e-05,0.00010114187170984223,5.081835671506595e-24
792,droplet,18m,21m,female,Spleen,Klf4,2.6808347702026367,4.024422378279269e-05,1.5011823961685877e-05,0.0001349133235635236,4.901929166879897e-25
793,droplet,18m,21m,female,Marrow,Il1r2,2.6799535751342773,2.040075560216792e-05,5.4673080740030855e-05,0.00013070303248241544,6.865753788150058e-39
794,droplet,18m,21m,female,Spleen,Stom,2.678476572036743,5.805953605886316e-06,1.5551113392575644e-05,6.382411811500788e-05,1.361475305362845e-07
795,droplet,18m,21m,female,Liver,Brp44l,2.6782896518707275,0.00018244907550979406,0.0004886514507234097,0.0005110798520036042,3.1769383476513073e-21
796,droplet,18m,21m,female,Limb_Muscle,Rpl34,2.677009344100952,0.00013049744302406907,4.874747173744254e-05,0.00018750822346191853,1.9744543333972437e-44
797,droplet,18m,21m,female,Liver,Sord,2.676302671432495,0.00018206436652690172,0.00048725935630500317,0.00045950489584356546,1.388801818627996e-24
798,droplet,18m,21m,female,Liver,Gls2,2.6736629009246826,0.00011310233094263822,0.00030239750049076974,0.0003709936863742769,8.373767729380464e-13
799,droplet,18m,21m,female,Pancreas,B830017H08Rik,2.6720333099365234,4.491139407036826e-05,0.00012000474089290947,0.00019835414423141629,3.801820564274188e-28
800,droplet,18m,21m,female,Liver,Malat1,2.6698052883148193,0.01893479749560356,0.007092201616615057,0.020640898495912552,1.2566014757944968e-24
801,droplet,18m,21m,female,Mammary_Gland,Aldoc,2.6678524017333984,4.230565173202194e-05,1.585756581334863e-05,0.0001315102999797091,5.31092293606575e-16
802,droplet,18m,21m,female,Mammary_Gland,Serinc2,2.6676862239837646,4.84625888930168e-05,1.8166523659601808e-05,0.00011175659892614931,1.687846879650821e-30
803,droplet,18m,21m,female,Mammary_Gland,Dsg2,2.666633129119873,3.26991721522063e-05,1.2262342352187261e-05,8.661224273964763e-05,6.736572872922207e-20
804,droplet,18m,21m,female,Liver,Npc2,2.6650612354278564,0.0007267598411999643,0.00027269910788163543,0.000750670675188303,2.311025420681028e-33
805,droplet,18m,21m,female,Liver,Samhd1,2.65881085395813,0.00013555368059314787,5.0982824177481234e-05,0.00021924935572315007,2.1815019956313154e-08
806,droplet,18m,21m,female,Spleen,Treml2,2.658155679702759,4.6758792450418696e-05,1.75906880031107e-05,0.00012019590212730691,1.4109358725383865e-40
807,droplet,18m,21m,female,Fat,Creb3l1,2.656064748764038,2.0174038581899367e-05,5.3583557019010186e-05,0.00012761612015310675,1.9179662837614766e-06
808,droplet,18m,21m,female,Marrow,Cenpm,2.6503212451934814,6.088706504669972e-05,2.297346327395644e-05,0.00012931792298331857,2.7330587842530725e-39
809,droplet,18m,21m,female,Liver,Pisd-ps3,2.648866653442383,0.0001639676047489047,6.190103886183351e-05,0.00027778188814409077,1.000179029965914e-11
810,droplet,18m,21m,female,Liver,Gltp,2.6483047008514404,0.00013000002945773304,4.9088019295595586e-05,0.0002166190097341314,2.233564547989114e-07
811,droplet,18m,21m,female,Spleen,Trip11,2.6439859867095947,4.546429408947006e-05,1.7195359760080464e-05,0.00010762769670691341,1.9293347227603024e-45
812,droplet,18m,21m,female,Heart_and_Aorta,AW112010,2.6439497470855713,0.0001415439328411594,0.0003742350381799042,0.0006562364869751036,3.892491307027871e-16
813,droplet,18m,21m,female,Pancreas,Tmed6,2.6412510871887207,1.739222716423683e-05,4.59372422483284e-05,0.00012501452874857932,2.185369553669338e-06
814,droplet,18m,21m,female,Spleen,Fam13b,2.641052007675171,1.4329896657727659e-05,5.425828021543566e-06,6.110698450356722e-05,5.72315687476619e-06
815,droplet,18m,21m,female,Marrow,Hist1h2ak,2.6377036571502686,1.7097445379476994e-05,6.481942364189308e-06,5.712674101232551e-05,2.6740333896089504e-07
816,droplet,18m,21m,female,Mammary_Gland,Ktn1,2.6370437145233154,0.00010613917402224615,4.024930240120739e-05,0.00019555356993805617,2.8734126080263594e-56
817,droplet,18m,21m,female,Fat,Gas7,2.636582612991333,5.610216248896904e-05,0.0001479179918533191,0.0003107857774011791,1.423824580180729e-09
818,droplet,18m,21m,female,Liver,Lcp1,2.6346487998962402,0.00028617255156859756,0.00010861885675694793,0.00035278312861919403,1.2672699945398062e-19
819,droplet,18m,21m,female,Kidney,Trip11,2.634037971496582,4.425856241141446e-05,1.680255081737414e-05,9.572754061082378e-05,2.4864924138105155e-20
820,droplet,18m,21m,female,Pancreas,Slc6a8,2.6333887577056885,1.3877226592740044e-05,3.65441337635275e-05,0.00010271651262883097,1.6640809718578606e-06
821,droplet,18m,21m,female,Lung,Car4,2.631970167160034,0.0001459232298657298,0.00038406558451242745,0.0012721759267151356,6.080051042691071e-12
822,droplet,18m,21m,female,Marrow,Timp2,2.631801128387451,3.0958064598962665e-05,8.147546759573743e-05,0.00017820515495259315,8.330680915556356e-51
823,droplet,18m,21m,female,Spleen,Rasgef1b,2.628749132156372,5.596787013928406e-05,2.1290683434926905e-05,0.00013616043725050986,8.305941601675986e-49
824,droplet,18m,21m,female,Marrow,5430421N21Rik,2.626596689224243,9.423739356861915e-06,2.4752365789026953e-05,8.511514897691086e-05,1.927828530861524e-12
825,droplet,18m,21m,female,Marrow,Ceacam10,2.6254665851593018,3.501779428916052e-05,9.193804726237431e-05,0.00020680073066614568,5.049203844673797e-43
826,droplet,18m,21m,female,Spleen,Pik3ip1,2.6252126693725586,4.7801142500247806e-05,1.82084822881734e-05,0.0001243629667442292,1.5507654998314928e-40
827,droplet,18m,21m,female,Mammary_Gland,Atp6v1b1,2.6251280307769775,2.470883191563189e-05,9.412427971255966e-06,0.00010264979937346652,1.3561175269730442e-06
828,droplet,18m,21m,female,Lung,Gm6377,2.6249427795410156,5.4685715440427884e-05,2.0833105736528523e-05,0.00016220526595134288,3.0333721784416195e-08
829,droplet,18m,21m,female,Limb_Muscle,Sncg,2.624774694442749,0.00013305003813002259,5.069007966085337e-05,0.0003959220484830439,1.0012931035364712e-07
830,droplet,18m,21m,female,Heart_and_Aorta,Tmem88,2.624469757080078,6.895330443512648e-05,0.00018096585699822754,0.0003377379907760769,4.1912463756527065e-11
831,droplet,18m,21m,female,Liver,Lgals3bp,2.6217315196990967,0.00021153304260224104,8.06844764156267e-05,0.0003103134222328663,6.800148532361318e-12
832,droplet,18m,21m,female,Spleen,Mef2a,2.6157524585723877,2.235530519101303e-05,8.546413482690696e-06,7.616743096150458e-05,1.025438776706951e-14
833,droplet,18m,21m,female,Spleen,Zrsr1,2.6135311126708984,8.908066774893086e-06,2.3281512767425738e-05,7.96438762336038e-05,1.8994271259820702e-15
834,droplet,18m,21m,female,Mammary_Gland,Basp1,2.6128857135772705,0.000191413753782399,7.32576081645675e-05,0.000380405894247815,7.067687335584768e-51
835,droplet,18m,21m,female,Mammary_Gland,Nnmt,2.6121792793273926,2.554642196628265e-05,6.673183816019446e-05,0.00028055114671587944,3.96173948533895e-12
836,droplet,18m,21m,female,Liver,Msra,2.6119978427886963,5.623668403131887e-05,0.0001468901027692482,0.00018227641703560948,8.908087895846908e-12
837,droplet,18m,21m,female,Heart_and_Aorta,Tcf15,2.6112804412841797,0.00011034736962756142,0.00028814791585318744,0.0005827112472616136,3.693720721653632e-08
838,droplet,18m,21m,female,Liver,Acaa2,2.608989715576172,0.00022210291353985667,0.0005794641911052167,0.0005384209798648953,4.90804005720382e-25
839,droplet,18m,21m,female,Marrow,Gm9781,2.608799934387207,1.9004433852387592e-05,7.284741059265798e-06,5.3418101742863655e-05,1.785075758585471e-10
840,droplet,18m,21m,female,Lung,Cep350,2.6070992946624756,4.1098781366599724e-05,1.576417707838118e-05,0.0001008048202493228,8.700516188869717e-12
841,droplet,18m,21m,female,Mammary_Gland,Vsig10,2.6055941581726074,2.8095266316086054e-05,1.0782670869957656e-05,7.790323434164748e-05,9.12048728692904e-16
842,droplet,18m,21m,female,Liver,Klf15,2.6013829708099365,3.4108106774510816e-05,8.872825128491968e-05,0.00012048760981997475,6.718238996226506e-08
843,droplet,18m,21m,female,Marrow,Nfkbiz,2.5995311737060547,8.636195161670912e-06,2.245005998702254e-05,7.110180740710348e-05,1.5959629444120152e-12
844,droplet,18m,21m,female,Mammary_Gland,Cd164,2.5994555950164795,0.00044833714491687715,0.00017247347568627447,0.0007900013006292284,2.2498582799434527e-69
845,droplet,18m,21m,female,Mammary_Gland,Tacstd2,2.599269151687622,0.00010795373964356259,4.153234476689249e-05,0.00026390733546577394,8.727835107462899e-29
846,droplet,18m,21m,female,Lung,Zfp318,2.5991477966308594,4.0506227378500625e-05,1.558442454552278e-05,0.00012470115325413644,7.276019625997197e-07
847,droplet,18m,21m,female,Mammary_Gland,Coro2a,2.598489284515381,2.7412308554630727e-05,1.054932454280788e-05,7.618856034241617e-05,5.532568049194897e-15
848,droplet,18m,21m,female,Liver,Hcls1,2.598126173019409,0.0001429643016308546,5.502592830453068e-05,0.000232479433179833,4.904742166194982e-08
849,droplet,18m,21m,female,Heart_and_Aorta,Lims2,2.5946877002716064,0.0001279877033084631,0.0003320881223771721,0.0005540552083402872,1.1396069668550478e-13
850,droplet,18m,21m,female,Liver,Abcd3,2.593600273132324,0.00015186777454800904,0.00039388431468978524,0.0003586976381484419,4.811000303917969e-24
851,droplet,18m,21m,female,Lung,Cyp4b1,2.592622995376587,0.00015012193762231618,0.00038920959923416376,0.0009739132947288454,2.4306088978973628e-20
852,droplet,18m,21m,female,Marrow,1190002F15Rik,2.590864658355713,0.00016797572607174516,6.48338464088738e-05,0.00028184292023070157,6.525240187941737e-69
853,droplet,18m,21m,female,Fat,Pyhin1,2.590721368789673,5.72846329305321e-05,2.2111458747531287e-05,0.00014242104953154922,2.760201135740291e-08
854,droplet,18m,21m,female,Marrow,Pfas,2.5887675285339355,1.7118241885327734e-05,6.612505330849672e-06,5.367840640246868e-05,8.305654120708528e-08
855,droplet,18m,21m,female,Liver,Ptprj,2.5880134105682373,0.00013103718811180443,5.0632344937184826e-05,0.00023179776326287538,2.1924671089914404e-07
856,droplet,18m,21m,female,Marrow,Ect2,2.5867512226104736,2.1421188648673706e-05,8.281115697172936e-06,6.197060429258272e-05,1.2095190655215839e-11
857,droplet,18m,21m,female,Mammary_Gland,Nipal1,2.586665153503418,3.034913243027404e-05,1.1732918210327625e-05,9.168336691800505e-05,9.598896259567238e-14
858,droplet,18m,21m,female,Spleen,Sik1,2.5863447189331055,8.644327317597345e-05,3.3422951673856005e-05,0.0001687790354480967,1.0240985821006576e-82
859,droplet,18m,21m,female,Mammary_Gland,Tfap2a,2.586311101913452,2.601316009531729e-05,1.0058015504910145e-05,7.891703717177734e-05,9.641300341644231e-13
860,droplet,18m,21m,female,Mammary_Gland,Cdh1,2.5831375122070312,0.00010660933912731707,4.127126157982275e-05,0.00019014437566511333,2.1790496513229957e-55
861,droplet,18m,21m,female,Marrow,Slc39a1,2.583089828491211,2.9815877496730536e-05,1.1542717402335256e-05,8.231194806285203e-05,2.295987598004162e-16
862,droplet,18m,21m,female,Heart_and_Aorta,Meox2,2.5811142921447754,3.71112982975319e-05,9.578850585967302e-05,0.00020425239927135408,5.789190986909231e-07
863,droplet,18m,21m,female,Liver,Ddah1,2.5807971954345703,5.585242251981981e-05,0.00014414377801585943,0.00018064035975839943,7.128439826971614e-11
864,droplet,18m,21m,female,Liver,Cyp4a10,2.577613115310669,0.00011346836254233494,0.00029247754719108343,0.0004051275027450174,2.1473904833606363e-09
865,droplet,18m,21m,female,Marrow,Cd55,2.5756802558898926,8.567148142901715e-06,2.2066236851969734e-05,8.961141429608688e-05,1.0813242988964977e-08
866,droplet,18m,21m,female,Fat,Satb1,2.5754027366638184,9.086654608836398e-05,3.528246088535525e-05,0.0002408149157417938,3.3384766142476546e-06
867,droplet,18m,21m,female,Heart_and_Aorta,1190002H23Rik,2.5748348236083984,0.0001679612323641777,0.00043247241410426795,0.0008594595128670335,5.3102944553599636e-08
868,droplet,18m,21m,female,Heart_and_Aorta,Slc9a3r2,2.5745303630828857,0.00015815986262168735,0.0004071873554494232,0.0006101736216805875,1.7252558111931777e-20
869,droplet,18m,21m,female,Spleen,Zfp36l2,2.5726747512817383,0.0004128947330173105,0.00016049238911364228,0.00048533594235777855,2.2236856458205156e-276
870,droplet,18m,21m,female,Liver,Psap,2.5725481510162354,0.0018692202866077423,0.000726602622307837,0.002194591797888279,3.297983721923556e-20
871,droplet,18m,21m,female,Lung,A730098P11Rik,2.5713863372802734,0.00012740011152345687,4.954530231771059e-05,0.00019683004938997328,9.951249435562008e-39
872,droplet,18m,21m,female,Spleen,Pkib,2.5713226795196533,7.55452856537886e-05,2.9379931220319122e-05,0.00016404168854933232,1.9904918833535784e-63
873,droplet,18m,21m,female,Spleen,Ascc3,2.5686490535736084,3.630648643593304e-05,1.4134467164694797e-05,9.626336395740509e-05,1.8233813122001895e-31
874,droplet,18m,21m,female,Mammary_Gland,Clu,2.565380096435547,0.00032105075661092997,0.00012514744594227523,0.0009169245604425669,1.3541871036192915e-21
875,droplet,18m,21m,female,Pancreas,Rn45s,2.56467604637146,0.003885426092892885,0.0015149773098528385,0.004586289636790752,1.0199240248061375e-46
876,droplet,18m,21m,female,Liver,Aldh9a1,2.563854694366455,5.544569285120815e-05,0.00014215470582712442,0.00016369558579754084,1.6682773104770414e-13
877,droplet,18m,21m,female,Liver,Galm,2.5631625652313232,3.127703530481085e-05,8.016812353162095e-05,0.00011389879364287481,5.397714558228696e-07
878,droplet,18m,21m,female,Marrow,Hmgb1,2.561692714691162,0.0017785269301384687,0.0006942779873497784,0.002183067612349987,1.0388487131855537e-139
879,droplet,18m,21m,female,Liver,Fam89b,2.560687303543091,7.266230386449024e-05,2.8376092814141884e-05,0.0001295891124755144,2.8218664312162203e-07
880,droplet,18m,21m,female,Mammary_Gland,Cck,2.5605521202087402,8.97486024769023e-05,3.505048880469985e-05,0.0003628626582212746,2.1642495821562758e-07
881,droplet,18m,21m,female,Liver,Bphl,2.560115098953247,6.717520591337234e-05,0.0001719762512948364,0.00019831862300634384,3.660434755756383e-13
882,droplet,18m,21m,female,Liver,Aldh3a2,2.5596232414245605,8.10083220130764e-05,0.00020735077850986272,0.0002353950112592429,8.525871550456127e-15
883,droplet,18m,21m,female,Spleen,Hist1h1e,2.559481620788574,7.561824168078601e-05,2.9544356948463246e-05,0.0001687442563707009,3.861459924215531e-63
884,droplet,18m,21m,female,Limb_Muscle,Cdk2ap1,2.5575315952301025,7.12306791683659e-05,2.785133801808115e-05,0.00013921262871008366,4.295565173046036e-20
885,droplet,18m,21m,female,Heart_and_Aorta,Kank3,2.5574941635131836,6.915473204571754e-05,0.00017686282808426768,0.000322427018545568,1.2278731911984299e-12
886,droplet,18m,21m,female,Liver,Thrsp,2.5572879314422607,0.00010645844304235652,0.0002722448843996972,0.0003359852998983115,2.297966521989476e-09
887,droplet,18m,21m,female,Fat,Car4,2.556572198867798,0.00012556483852677047,0.0003210155700799078,0.0006672932649962604,2.2061221289651482e-08
888,droplet,18m,21m,female,Liver,Cotl1,2.555427074432373,0.00036057777469977736,0.00014110274787526578,0.0004731288063339889,3.275550197413825e-14
889,droplet,18m,21m,female,Spleen,Cep350,2.5543055534362793,2.9254430046421476e-05,1.145298665505834e-05,8.79164072102867e-05,3.780714205994439e-22
890,droplet,18m,21m,female,Marrow,Serinc3,2.553788661956787,0.0006684928666800261,0.00026176514802500606,0.0006675650947727263,9.220262219835291e-208
891,droplet,18m,21m,female,Marrow,Trim59,2.5533623695373535,4.689997876994312e-05,1.8367927623330615e-05,0.00012313069601077586,3.001596840308363e-22
892,droplet,18m,21m,female,Heart_and_Aorta,Arhgef15,2.5515220165252686,3.923926124116406e-05,0.00010011983977165073,0.00020336898160167038,1.658009048467987e-08
893,droplet,18m,21m,female,Spleen,BC094916,2.547609806060791,1.961707130249124e-05,7.700185960857198e-06,7.741345325484872e-05,9.448706308680133e-10
894,droplet,18m,21m,female,Spleen,Rnf144a,2.545745611190796,2.6590574634610675e-05,1.0445101906952914e-05,8.942971180658787e-05,4.557150176742742e-17
895,droplet,18m,21m,female,Heart_and_Aorta,Myct1,2.54247784614563,6.272488826652989e-05,0.0001594766363268718,0.0003005342441610992,1.3075606892751537e-10
896,droplet,18m,21m,female,Lung,Hivep1,2.5422255992889404,3.0386660000658594e-05,1.195277764054481e-05,9.125056385528296e-05,2.6336995135069587e-06
897,droplet,18m,21m,female,Mammary_Gland,Ano1,2.541466474533081,5.6554436014266685e-05,2.225267598987557e-05,0.00012620292545761913,4.644211246701619e-31
898,droplet,18m,21m,female,Marrow,Jun,2.540318250656128,8.62039887579158e-05,0.00021898557315580547,0.00037922782939858735,7.65221809511767e-96
899,droplet,18m,21m,female,Mammary_Gland,Cmtm8,2.5399727821350098,3.950157042709179e-05,1.5551964679616503e-05,9.931446402333677e-05,1.3205659366582338e-21
900,droplet,18m,21m,female,Heart_and_Aorta,Tinagl1,2.539630174636841,0.00011576044198591262,0.0002939887053798884,0.00047538397484458983,1.0689638975120198e-14
901,droplet,18m,21m,female,Heart_and_Aorta,Ushbp1,2.5392813682556152,6.598939216928557e-05,0.00016756563854869455,0.0002913127245847136,6.577321873652033e-12
902,droplet,18m,21m,female,Lung,Rel,2.538722038269043,8.436904317932203e-05,3.3232878195121884e-05,0.0001795358257368207,4.175383743522732e-18
903,droplet,18m,21m,female,Marrow,Kif11,2.5384457111358643,3.749391180463135e-05,1.4770420420973096e-05,9.176724415738136e-05,2.8686284740682857e-23
904,droplet,18m,21m,female,Liver,Gc,2.5379884243011475,0.0014378414489328861,0.003649224992841482,0.0026105083525180817,2.2985253914614684e-40
905,droplet,18m,21m,female,Liver,Tcea3,2.5367329120635986,4.3704258132493123e-05,0.00011086602899013087,0.0001402663765475154,1.0784808539577497e-09
906,droplet,18m,21m,female,Kidney,Cct6a,2.5365726947784424,2.9430138965835795e-05,1.1602322956605349e-05,7.195813668658957e-05,4.6902411617891226e-12
907,droplet,18m,21m,female,Mammary_Gland,Mrc2,2.536020517349243,9.28598819882609e-06,2.354945900151506e-05,7.333434041356668e-05,2.3898824797250823e-11
908,droplet,18m,21m,female,Mammary_Gland,Glul,2.5350489616394043,0.0006492054671980441,0.00025609188014641404,0.0013245546724647284,2.907258019622202e-47
909,droplet,18m,21m,female,Liver,Me1,2.5346620082855225,8.512437489116564e-05,0.00021576152357738465,0.00025026145158335567,4.4109721694477557e-13
910,droplet,18m,21m,female,Spleen,Gpr171,2.533294200897217,0.00012218962365295738,4.823349081561901e-05,0.00021247801487334073,5.988527341060569e-105
911,droplet,18m,21m,female,Marrow,2010317E24Rik,2.5329854488372803,2.1166355509194545e-05,8.356287253263872e-06,7.573607581434771e-05,7.234605483107781e-08
912,droplet,18m,21m,female,Spleen,Diap1,2.532741069793701,6.683657557005063e-05,2.6389026970718987e-05,0.0001336328568868339,4.4431662314936045e-68
913,droplet,18m,21m,female,Spleen,Rlf,2.530294179916382,2.2596283088205382e-05,8.930297553888522e-06,7.680970156798139e-05,3.7988834966761244e-14
914,droplet,18m,21m,female,Marrow,Alyref,2.5300893783569336,0.00011717028974089772,4.6310731704579666e-05,0.0001765719207469374,2.0914003426350084e-79
915,droplet,18m,21m,female,Marrow,Tifa,2.5285816192626953,0.00017316527373623103,6.848316843388602e-05,0.0004100703226868063,1.3324370291105877e-30
916,droplet,18m,21m,female,Heart_and_Aorta,Fam101b,2.526512622833252,6.163820944493636e-05,0.00015572970733046532,0.0003562501515261829,4.995225261959711e-06
917,droplet,18m,21m,female,Liver,Ifngr1,2.526460647583008,0.0002049973263638094,8.114012598525733e-05,0.0002919696271419525,2.347661106822542e-08
918,droplet,18m,21m,female,Liver,Ppa1,2.524148941040039,9.818407124839723e-05,0.0002478312235325575,0.0002728146209847182,1.2718676303414357e-15
919,droplet,18m,21m,female,Mammary_Gland,Ank3,2.5235185623168945,1.856332710303832e-05,7.356127753155306e-06,6.038735591573641e-05,1.0800555748978107e-07
920,droplet,18m,21m,female,Liver,Hacl1,2.5218050479888916,0.00014396831102203578,0.0003630600112956017,0.0003754151694010943,1.9999795157598682e-17
921,droplet,18m,21m,female,Spleen,Tubb2b,2.52114200592041,1.7712540284264833e-05,4.465583333512768e-05,0.00013311050133779645,3.9839179178235197e-29
922,droplet,18m,21m,female,Liver,Azgp1,2.5201475620269775,0.00031940019107423723,0.0008049356401897967,0.0006340466788969934,4.0981413587736254e-32
923,droplet,18m,21m,female,Pancreas,Adck5,2.520005464553833,2.9453705792548135e-05,7.422350608976558e-05,0.00016644179413560778,1.3073641544570134e-13
924,droplet,18m,21m,female,Mammary_Gland,Tmem2,2.519765853881836,5.732740100938827e-05,2.2751080905436538e-05,0.000151164858834818,1.5874941936225158e-22
925,droplet,18m,21m,female,Liver,Cfhr2,2.5167956352233887,0.00017980087432079017,0.00045252207200974226,0.0004127989523112774,2.1098512244244842e-23
926,droplet,18m,21m,female,Liver,Fabp1,2.5158634185791016,0.0029782771598547697,0.007492938544601202,0.008360794745385647,1.2874003983194027e-16
927,droplet,18m,21m,female,Spleen,Gng12,2.5144078731536865,1.65725559782004e-05,4.167016959399916e-05,0.00010947894770652056,5.231022797044299e-35
928,droplet,18m,21m,female,Spleen,Gm6377,2.5142061710357666,6.088192094466649e-05,2.421516546746716e-05,0.00014514561917167157,3.315592820180712e-49
929,droplet,18m,21m,female,Liver,Pcbd1,2.513644218444824,0.0001813676062738523,0.00045589363435283303,0.00041448106640018523,4.261485919435399e-23
930,droplet,18m,21m,female,Mammary_Gland,Ngf,2.513000011444092,7.412629202008247e-05,2.949712870758958e-05,0.00025162810925394297,1.6404663622028707e-13
931,droplet,18m,21m,female,Marrow,Exosc2,2.512977361679077,2.4500062863808125e-05,9.749415767146274e-06,9.715671330923215e-05,2.5363377935064514e-07
932,droplet,18m,21m,female,Mammary_Gland,Mgp,2.511476993560791,0.0001134458725573495,0.00028491669218055904,0.0013506083050742745,2.5129393404719673e-08
933,droplet,18m,21m,female,Marrow,Cd300lb,2.5112855434417725,1.6718788174330257e-05,4.1985655116150156e-05,0.0001079997600754723,4.738228948378876e-27
934,droplet,18m,21m,female,Pancreas,Ggh,2.510838747024536,2.3091581169865094e-05,5.797923950012773e-05,0.00015873338270466775,7.456394648709554e-08
935,droplet,18m,21m,female,Liver,Otc,2.5107078552246094,0.0002100316487485543,0.0005273281130939722,0.0005332169821485877,6.755076423667567e-19
936,droplet,18m,21m,female,Limb_Muscle,Cebpb,2.5098037719726562,0.0021843952126801014,0.0008703449857421219,0.0024934024550020695,5.534789486654411e-71
937,droplet,18m,21m,female,Liver,Fasn,2.509751558303833,0.0001733493700157851,0.000435063848271966,0.0005348817794583738,3.918474740980348e-12
938,droplet,18m,21m,female,Heart_and_Aorta,Gimap4,2.5091826915740967,4.395876749185845e-05,0.0001103005779441446,0.00020780421618837863,5.901337282430093e-09
939,droplet,18m,21m,female,Liver,Ptpn6,2.508824348449707,0.0001571546890772879,6.264077092055231e-05,0.00023668135690968484,2.526766836178359e-10
940,droplet,18m,21m,female,Limb_Muscle,H2-Aa,2.5087106227874756,0.00030900092679075897,0.0007751939119771123,0.003059418173506856,1.2648261697575171e-06
